Company Brand,HeadQuarter,Sector,What it does,Amount($),Stage,Year Funded,Sector_New
Tickertape,Bangalore,financial services,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",1512135.0,Seed,2021,Finance
Zenpay Solutions,New Delhi,financial services,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",1512135.0,Seed,2021,Finance
Disprz,Mumbai,e-learning,An AI-powered right skilling suite that helps enterprises unlock business potential.,1512135.0,Series B,2021,Education
Arbo Works,"Mountain View, CA",computer software,Finance technology,1512135.0,Seed,2021,Technology
Inzpira,Trivandrum,e-learning,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",1512135.0,Seed,2021,Education
Defy,Bangalore,financial services,Building India's first social crypto exchange,1512135.0,Seed,2021,Finance
Mindhouse,Gurugram,health,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,1512135.0,Seed,2021,Health
Homversity,Ahmedabad,housing marketplace,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,1512135.0,Seed,2021,Real Estate
Toppersnotes,Jaipur,education management,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",1512135.0,Seed,2021,Education
NoBroker.com,Bangalore,real estate,NoBroker is a disruptive force in the Real Estate Industry.,1512135.0,Series E,2021,Real Estate
Haber,Pune,industrial automation,"Real-time, automated insights to increase plant efficiency",1512135.0,Series B,2021,Manufacturing
True Balance,Gurugram,financial services,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",1512135.0,Seed,2021,Finance
Recordent,Hyderabad,financial services,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,1512135.0,Seed,2021,Finance
Koparo,New Delhi,consumer goods,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,1512135.0,Seed,2021,Commerce
Indifi,Gurugram,financial services,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,1512135.0,Seed,2021,Finance
Settl,Bangalore,real estate,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,1512135.0,Seed,2021,Real Estate
Park+,New Delhi,tech startup,Building an eco-system for car owners which will be a one-stop solution for all their needs.,1512135.0,Series B,2021,Technology
Simple Energy,Bangalore,automotive,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,1512135.0,Seed,2021,Automobile
Dream Sports,Mumbai,sports,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",1512135.0,Seed,2021,Sports
Spinny,Gurugram,automotive,Spinny is a new age used car end-to-end platform in India.,1512135.0,Series E,2021,Automobile
Rentomojo,Bangalore,furniture rental,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",1512135.0,Seed,2021,Commerce
Slice,Bangalore,financial services,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",1512135.0,Series B,2021,Finance
21K School,Bangalore,e-learning,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",1512135.0,Series A,2021,Education
Adda247,Gurugram,e-learning,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",1512135.0,Series B,2021,Education
Loop Health,Pune,hospital & health care,India's first health insurance with unlimited primary care for employees.,1512135.0,Seed,2021,Health
Rupifi,Bangalore,financial services,Embedded Lending for Small Businesses,1512135.0,Debt,2021,Finance
RENEE Cosmetics,Ahmedabad,cosmetics,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",1512135.0,Series A,2021,Beauty & Fashion
Svish,Gurugram,consumer goods,D2C personal hygiene startup,1512135.0,Seed,2021,Commerce
Progcap,New Delhi,fintech,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",1512135.0,Series C,2021,Finance
Smartstaff,Bangalore,recruitment,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,1512135.0,Seed,2021,Government
D’Moksha Homes,Mumbai,textiles,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",1512135.0,Seed,2021,Beauty & Fashion
ANS Commerce,Gurugram,e-commerce,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,1512135.0,Series A,2021,Commerce
Mobileware Technologies,Mumbai,information technology & services,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",1512135.0,Seed,2021,Technology
GramCover,Noida,insurance,GramCover is a tech-enabled insurance marketplace for rural India.,1512135.0,Series A,2021,Finance
BYJU'S,Bangalore,edtech,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,1512135.0,Seed,2021,Education
Hyperface,Bangalore,information technology & services,Empowering Brands and Fintechs to offer banking products contextually to their customers.,1512135.0,Seed,2021,Technology
Licious,Bangalore,food & beverages,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",1512135.0,Series G,2021,Food & Beverages
Chalo,Mumbai,mobility,India’s #1 bus transport technology company.,1512135.0,Series C,2021,Automobile
Kaar Technologies,Chennai,information technology & services,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",1512135.0,Seed,2021,Technology
Kissan Pro,Jharkhand,farming,"Full stack solution on agri advisory, input purchase and market linkage",1512135.0,Seed,2021,Agriculture
Sunstone Eduversity,Gurugram,edtech,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,1512135.0,Series B,2021,Education
Ozonetel,Hyderabad,telecommunications,Ozonetel is leading Cloud Telephony solution provider.,1512135.0,Series A,2021,Telecommunication
CoinSwitch Kuber,Bangalore,crypto,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",1512135.0,Series C,2021,Finance
Pazcare,Bangalore,insurance,Paz Care is India's leading Employee Benefits & Health insurance platform,1512135.0,Seed,2021,Finance
kWh Bikes,Bangalore,automotive,Building India’s strongest and smartest electric 2 wheelers,1512135.0,Seed,2021,Automobile
IBSFINtech,Bangalore,information technology & services,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",1512135.0,Series A,2021,Technology
LeadSquared,Bangalore,computer software,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",1512135.0,Seed,2021,Technology
Phool.co,Kanpur,renewables & environment,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,1512135.0,Seed,2021,Energy
Twin Health,Chennai,health,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,1512135.0,Series C,2021,Health
Trica,Mumbai,equity management,Powering private markets - A technology platform for startups and investors.,1512135.0,Seed,2021,Finance
mHealth,New Delhi,health,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,1512135.0,Seed,2021,Health
Rebel Foods,Mumbai,cloud kitchen,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.",1512135.0,Series F,2021,Technology
ProfitWheel,Mumbai,marketing & advertising,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,1512135.0,Seed,2021,Commerce
Log 9 Materials,Bangalore,nanotechnology,Log9 Materials is on a mission to make global energy 100% clean.,1512135.0,Seed,2021,Technology
Chingari,Bangalore,entertainment,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",1512135.0,Seed,2021,Media and Entertainment
Ishitva,Ahmedabad,computer software,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",1512135.0,Series A,2021,Technology
Ola Electric,Bangalore,automotive,Sustainability for the future.,1512135.0,Seed,2021,Automobile
leap.club,Gurugram,community,A community-led professional network for women,1512135.0,Series A,2021,Technology
F5,New Delhi,retail,One-Stop Solution for Daily Workplace Needs,1512135.0,Series A,2021,Commerce
ForeignAdmits,Bangalore,higher education,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,1512135.0,Seed,2021,Education
SALT,Bangalore,financial services,Salt is a neo-banking experience created to cater to international businesses.,1512135.0,Seed,2021,Finance
EarnWealth,Pune,financial services,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",1512135.0,Series A,2021,Finance
Visit Health,New Delhi,health,"Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.",1512135.0,Seed,2021,Health
Crater.Club,Bangalore,media,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.",1512135.0,Seed,2021,Media and Entertainment
NFTically,Gurugram,nft,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",1512135.0,Seed,2021,Finance
ReshaMandi,Bangalore,b2b,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",1512135.0,Series A,2021,Commerce
Zetwerk,Bangalore,mechanical or industrial engineering,ZETWERK is a universal manufacturing network powered by new-age technology.,1512135.0,Seed,2021,Manufacturing
Hubilo,Ahmedabad,software startup,Hubilo is the leading hybrid event platform built for engagement and event excellence.,1512135.0,Series B,2021,Technology
M2P Fintech,Chennai,financial services,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",1512135.0,Series C,2021,Finance
Open Financial Technologies,Bangalore,financial services,Open is Asia’s first neobanking platform for SMEs and startups.,1512135.0,Series C,2021,Finance
